Division,District,Upazila,Depth,Arsenic,Union,Village,SlNo
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Dattapara,29833
Chittagong,Lakshmipur,Lakshmipur Sadar,26,50,Datta Para,Dattapara,29834
Chittagong,Lakshmipur,Lakshmipur Sadar,30,50,Datta Para,Dattapara,29835
Chittagong,Lakshmipur,Lakshmipur Sadar,38,150,Datta Para,Dattapara,29836
Chittagong,Lakshmipur,Lakshmipur Sadar,55,120,Datta Para,Dattapara,29837
Chittagong,Lakshmipur,Lakshmipur Sadar,26,120,Datta Para,Dattapara,29838
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29839
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Datta Para,Dattapara,29840
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Datta Para,Dattapara,29841
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Datta Para,Dattapara,29842
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Datta Para,Dattapara,29843
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Dattapara,29844
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Datta Para,Dattapara,29845
Chittagong,Lakshmipur,Lakshmipur Sadar,30,400,Datta Para,Dorgipara,29846
Chittagong,Lakshmipur,Lakshmipur Sadar,35,200,Datta Para,Dorgipara,29847
Chittagong,Lakshmipur,Lakshmipur Sadar,26,500,Datta Para,Dattapara,29848
Chittagong,Lakshmipur,Lakshmipur Sadar,30,100,Datta Para,Dattapara,29849
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Datta Para,Dattapara,29850
Chittagong,Lakshmipur,Lakshmipur Sadar,50,200,Datta Para,Dattapara,29851
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29852
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Datta Para,Dattapara,29853
Chittagong,Lakshmipur,Lakshmipur Sadar,45,400,Datta Para,Dattapara,29854
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Datta Para,Dattapara,29855
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Dattapara,29856
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Datta Para,Dattapara,29857
Chittagong,Lakshmipur,Lakshmipur Sadar,48,200,Datta Para,Dattapara,29858
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29859
Chittagong,Lakshmipur,Lakshmipur Sadar,200,400,Datta Para,Dattapara,29860
Chittagong,Lakshmipur,Lakshmipur Sadar,200,200,Datta Para,Dattapara,29861
Chittagong,Lakshmipur,Lakshmipur Sadar,70,250,Datta Para,Dattapara,29862
Chittagong,Lakshmipur,Lakshmipur Sadar,70,150,Datta Para,Dattapara,29863
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Datta Para,Dattapara,29864
Chittagong,Lakshmipur,Lakshmipur Sadar,46,400,Datta Para,Dattapara,29865
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Datta Para,Dattapara,29866
Chittagong,Lakshmipur,Lakshmipur Sadar,60,300,Datta Para,Dattapara,29867
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Datta Para,Dattapara,29868
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Datta Para,Dattapara,29869
Chittagong,Lakshmipur,Lakshmipur Sadar,46,300,Datta Para,Dattapara,29870
Chittagong,Lakshmipur,Lakshmipur Sadar,46,400,Datta Para,Dattapara,29871
Chittagong,Lakshmipur,Lakshmipur Sadar,55,150,Datta Para,Dattapara,29872
Chittagong,Lakshmipur,Lakshmipur Sadar,57,150,Datta Para,Dattapara,29873
Chittagong,Lakshmipur,Lakshmipur Sadar,36,150,Datta Para,Dattapara,29874
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29875
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29876
Chittagong,Lakshmipur,Lakshmipur Sadar,30,200,Datta Para,Dattapara,29877
Chittagong,Lakshmipur,Lakshmipur Sadar,60,300,Datta Para,Dattapara,29878
Chittagong,Lakshmipur,Lakshmipur Sadar,900,0,Datta Para,Dattapara,29879
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Datta Para,Dattapara,29880
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Datta Para,Dattapara,29881
Chittagong,Lakshmipur,Lakshmipur Sadar,90,200,Datta Para,Dattapara,29882
Chittagong,Lakshmipur,Lakshmipur Sadar,75,500,Datta Para,Dattapara,29883
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29884
Chittagong,Lakshmipur,Lakshmipur Sadar,40,350,Datta Para,Dattapara,29885
Chittagong,Lakshmipur,Lakshmipur Sadar,40,400,Datta Para,Dattapara,29886
Chittagong,Lakshmipur,Lakshmipur Sadar,37,500,Datta Para,Dattapara,29887
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Dattapara,29888
Chittagong,Lakshmipur,Lakshmipur Sadar,44,100,Datta Para,Dattapara,29889
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Datta Para,Dattapara,29890
Chittagong,Lakshmipur,Lakshmipur Sadar,80,300,Datta Para,Dattapara,29891
Chittagong,Lakshmipur,Lakshmipur Sadar,60,50,Datta Para,Dattapara,29892
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29893
Chittagong,Lakshmipur,Lakshmipur Sadar,800,10,Datta Para,Dattapara,29894
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29895
Chittagong,Lakshmipur,Lakshmipur Sadar,850,10,Datta Para,Dattapara,29896
Chittagong,Lakshmipur,Lakshmipur Sadar,88,500,Datta Para,Dattapara,29897
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Dattapara,29898
Chittagong,Lakshmipur,Lakshmipur Sadar,50,500,Datta Para,Dattapara,29899
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Datta Para,Dattapara,29900
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Datta Para,Dattapara,29901
Chittagong,Lakshmipur,Lakshmipur Sadar,63,200,Datta Para,Dattapara,29902
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Datta Para,Dattapara,29903
Chittagong,Lakshmipur,Lakshmipur Sadar,600,0,Datta Para,Dattapara,29904
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Dattapara,29905
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Datta Para,Dattapara,29906
Chittagong,Lakshmipur,Lakshmipur Sadar,38,500,Datta Para,Dattapara,29907
Chittagong,Lakshmipur,Lakshmipur Sadar,780,10,Datta Para,Dattapara,29908
Chittagong,Lakshmipur,Lakshmipur Sadar,56,150,Datta Para,Dattapara,29909
Chittagong,Lakshmipur,Lakshmipur Sadar,50,500,Datta Para,Dattapara,29910
Chittagong,Lakshmipur,Lakshmipur Sadar,45,300,Datta Para,Dattapara,29911
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Datta Para,Dattapara,29912
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Dattapara,29913
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Datta Para,Dattapara,29914
Chittagong,Lakshmipur,Lakshmipur Sadar,900,0,Datta Para,Dattapara,29915
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Datta Para,Dattapara,29916
Chittagong,Lakshmipur,Lakshmipur Sadar,60,200,Datta Para,Dattapara,29917
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Dattapara,29918
Chittagong,Lakshmipur,Lakshmipur Sadar,45,50,Datta Para,Dattapara,29919
Chittagong,Lakshmipur,Lakshmipur Sadar,80,150,Datta Para,Dattapara,29920
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29921
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Datta Para,Dattapara,29922
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Dattapara,29923
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Datta Para,Dattapara,29924
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Dattapara,29925
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Datta Para,Dattapara,29926
Chittagong,Lakshmipur,Lakshmipur Sadar,45,200,Datta Para,Dattapara,29927
Chittagong,Lakshmipur,Lakshmipur Sadar,35,200,Datta Para,Dattapara,29928
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Datta Para,Dattapara,29929
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Datta Para,Dattapara,29930
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Datta Para,Dattapara,29931
Chittagong,Lakshmipur,Lakshmipur Sadar,35,200,Datta Para,Dattapara,29932
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Dattapara,29933
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Dattapara,29934
Chittagong,Lakshmipur,Lakshmipur Sadar,36,120,Datta Para,Barpara,29935
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Barpara,29936
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Datta Para,Barpara,29937
Chittagong,Lakshmipur,Lakshmipur Sadar,26,50,Datta Para,Barpara,29938
Chittagong,Lakshmipur,Lakshmipur Sadar,32,50,Datta Para,Barpara,29939
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Barpara,29940
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Datta Para,Dattapara,29941
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Datta Para,Dattapara,29942
Chittagong,Lakshmipur,Lakshmipur Sadar,32,500,Datta Para,Dattapara,29943
Chittagong,Lakshmipur,Lakshmipur Sadar,32,500,Datta Para,Dattapara,29944
Chittagong,Lakshmipur,Lakshmipur Sadar,35,500,Datta Para,Dattapara,29945
Chittagong,Lakshmipur,Lakshmipur Sadar,70,400,Datta Para,Dattapara,29946
Chittagong,Lakshmipur,Lakshmipur Sadar,22,10,Datta Para,Barpara,29947
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Datta Para,Barpara,29948
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Datta Para,Barpara,29949
Chittagong,Lakshmipur,Lakshmipur Sadar,38,500,Datta Para,Barpara,29950
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Datta Para,Barpara,29951
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Datta Para,Dattapara,29952
Chittagong,Lakshmipur,Lakshmipur Sadar,780,0,Datta Para,Dattapara,29953
Chittagong,Lakshmipur,Lakshmipur Sadar,30,300,Datta Para,Dattapara,29954
Chittagong,Lakshmipur,Lakshmipur Sadar,60,200,Datta Para,Dattapara,29955
Chittagong,Lakshmipur,Lakshmipur Sadar,35,300,Datta Para,Dorgipara,29956
Chittagong,Lakshmipur,Lakshmipur Sadar,32,400,Datta Para,Dorgipara,29957
Chittagong,Lakshmipur,Lakshmipur Sadar,35,300,Datta Para,Dorgipara,29958
Chittagong,Lakshmipur,Lakshmipur Sadar,35,200,Datta Para,Dorgipara,29959
Chittagong,Lakshmipur,Lakshmipur Sadar,35,300,Datta Para,Dorgipara,29960
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Datta Para,Dorgipara,29961
Chittagong,Lakshmipur,Lakshmipur Sadar,35,500,Datta Para,Dorgipara,29962
Chittagong,Lakshmipur,Lakshmipur Sadar,90,300,Datta Para,Dorgipara,29963
Chittagong,Lakshmipur,Lakshmipur Sadar,35,400,Datta Para,Dorgipara,29964
Chittagong,Lakshmipur,Lakshmipur Sadar,750,0,Datta Para,Dorgipara,29965
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Datta Para,Dorgipara,29966
Chittagong,Lakshmipur,Lakshmipur Sadar,80,500,Datta Para,Dorgipara,29967
Chittagong,Lakshmipur,Lakshmipur Sadar,800,0,Datta Para,Barpara,29968
Chittagong,Lakshmipur,Lakshmipur Sadar,38,300,Datta Para,Barpara,29969
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Srirampur,29970
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29971
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,29972
Chittagong,Lakshmipur,Lakshmipur Sadar,30,100,Datta Para,Totarkhil,29973
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29974
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29975
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Datta Para,Totarkhil,29976
Chittagong,Lakshmipur,Lakshmipur Sadar,26,50,Datta Para,Totarkhil,29977
Chittagong,Lakshmipur,Lakshmipur Sadar,26,50,Datta Para,Totarkhil,29978
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29979
Chittagong,Lakshmipur,Lakshmipur Sadar,26,50,Datta Para,Totarkhil,29980
Chittagong,Lakshmipur,Lakshmipur Sadar,41,100,Datta Para,Totarkhil,29981
Chittagong,Lakshmipur,Lakshmipur Sadar,30,200,Datta Para,Totarkhil,29982
Chittagong,Lakshmipur,Lakshmipur Sadar,40,100,Datta Para,Totarkhil,29983
Chittagong,Lakshmipur,Lakshmipur Sadar,30,100,Datta Para,Totarkhil,29984
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Totarkhil,29985
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29986
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,29987
Chittagong,Lakshmipur,Lakshmipur Sadar,30,100,Datta Para,Totarkhil,29988
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29989
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,29990
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Datta Para,Totarkhil,29991
Chittagong,Lakshmipur,Lakshmipur Sadar,26,50,Datta Para,Totarkhil,29992
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Datta Para,Totarkhil,29993
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,29994
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Datta Para,Totarkhil,29995
Chittagong,Lakshmipur,Lakshmipur Sadar,40,100,Datta Para,Totarkhil,29996
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Datta Para,Totarkhil,29997
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,29998
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Datta Para,Totarkhil,29999
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,30000
Chittagong,Lakshmipur,Lakshmipur Sadar,45,100,Datta Para,Totarkhil,30001
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Datta Para,Totarkhil,30002
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Datta Para,Totarkhil,30003
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Datta Para,Totarkhil,30004
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Datta Para,Totarkhil,30005
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Hajir Para,Hazir Para,30006
Chittagong,Lakshmipur,Lakshmipur Sadar,40,100,Hajir Para,Hazir Para,30007
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,Hazir Para,30008
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Hajir Para,Hazir Para,30009
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Hazir Para,30010
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Hajir Para,Hazir Para,30011
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Hajir Para,Hazir Para,30012
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,South Latifpur,30013
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Hajir Para,South Latifpur,30014
Chittagong,Lakshmipur,Lakshmipur Sadar,40,100,Hajir Para,South Latifpur,30015
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Hajir Para,South Latifpur,30016
Chittagong,Lakshmipur,Lakshmipur Sadar,46,100,Hajir Para,South Latifpur,30017
Chittagong,Lakshmipur,Lakshmipur Sadar,26,400,Hajir Para,South Latifpur,30018
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,South Latifpur,30019
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,South Latifpur,30020
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,South Latifpur,30021
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,South Latifpur,30022
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Hajir Para,South Latifpur,30023
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,South Latifpur,30024
Chittagong,Lakshmipur,Lakshmipur Sadar,40,100,Hajir Para,South Latifpur,30025
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,South Latifpur,30026
Chittagong,Lakshmipur,Lakshmipur Sadar,46,50,Hajir Para,South Latifpur,30027
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Hajir Para,South Latifpur,30028
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,South Latifpur,30029
Chittagong,Lakshmipur,Lakshmipur Sadar,30,100,Hajir Para,Char Mohammad Pur,30030
Chittagong,Lakshmipur,Lakshmipur Sadar,40,300,Hajir Para,Char Mohammad Pur,30031
Chittagong,Lakshmipur,Lakshmipur Sadar,26,300,Hajir Para,Char Mohammad Pur,30032
Chittagong,Lakshmipur,Lakshmipur Sadar,70,50,Hajir Para,Char Mohammad Pur,30033
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Hajir Para,Char Mohammad Pur,30034
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Char Mohammad Pur,30035
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Hajir Para,Char Mohammad Pur,30036
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Char Mohammad Pur,30037
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Char Mohammad Pur,30038
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Char Mohammad Pur,30039
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Hazir Para,30040
Chittagong,Lakshmipur,Lakshmipur Sadar,30,100,Hajir Para,Hazir Para,30041
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,North Chandrapur,30042
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,Yousufpur,30043
Chittagong,Lakshmipur,Lakshmipur Sadar,60,100,Hajir Para,Yousufpur,30044
Chittagong,Lakshmipur,Lakshmipur Sadar,46,100,Hajir Para,Yousufpur,30045
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Yousufpur,30046
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,Yousufpur,30047
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,Yousufpur,30048
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,Hazir Para,30049
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Hajir Para,East Aladadpur,30050
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Hajir Para,East Aladadpur,30051
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Shibpur,30052
Chittagong,Lakshmipur,Lakshmipur Sadar,46,10,Hajir Para,Shibpur,30053
Chittagong,Lakshmipur,Lakshmipur Sadar,30,400,Hajir Para,Shibpur,30054
Chittagong,Lakshmipur,Lakshmipur Sadar,46,10,Hajir Para,Kalidasher Bag,30055
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,Kalidasher Bag,30056
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Kalidasher Bag,30057
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,Kalidasher Bag,30058
Chittagong,Lakshmipur,Lakshmipur Sadar,28,20,Hajir Para,Kalidasher Bag,30059
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Kalidasher Bag,30060
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,Kalidasher Bag,30061
Chittagong,Lakshmipur,Lakshmipur Sadar,36,10,Hajir Para,Kalidasher Bag,30062
Chittagong,Lakshmipur,Lakshmipur Sadar,60,20,Hajir Para,Kalidasher Bag,30063
Chittagong,Lakshmipur,Lakshmipur Sadar,46,50,Hajir Para,Kalidasher Bag,30064
Chittagong,Lakshmipur,Lakshmipur Sadar,46,10,Hajir Para,West Aladadpur,30065
Chittagong,Lakshmipur,Lakshmipur Sadar,28,500,Hajir Para,West Aladadpur,30066
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,West Aladadpur,30067
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,Aladadpur,30068
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,Aladadpur,30069
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Aladadpur,30070
Chittagong,Lakshmipur,Lakshmipur Sadar,28,500,Hajir Para,Aladadpur,30071
Chittagong,Lakshmipur,Lakshmipur Sadar,46,100,Hajir Para,Aladadpur,30072
Chittagong,Lakshmipur,Lakshmipur Sadar,26,20,Hajir Para,Aladadpur,30073
Chittagong,Lakshmipur,Lakshmipur Sadar,46,50,Hajir Para,Shibpur,30074
Chittagong,Lakshmipur,Lakshmipur Sadar,40,20,Hajir Para,East Aladadpur,30075
Chittagong,Lakshmipur,Lakshmipur Sadar,40,10,Hajir Para,East Aladadpur,30076
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,East Aladadpur,30077
Chittagong,Lakshmipur,Lakshmipur Sadar,30,20,Hajir Para,East Aladadpur,30078
Chittagong,Lakshmipur,Lakshmipur Sadar,46,50,Hajir Para,East Aladadpur,30079
Chittagong,Lakshmipur,Lakshmipur Sadar,30,50,Hajir Para,East Aladadpur,30080
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Hajir Para,East Aladadpur,30081
Chittagong,Lakshmipur,Lakshmipur Sadar,40,500,Hajir Para,East Aladadpur,30082
Chittagong,Lakshmipur,Lakshmipur Sadar,46,20,Hajir Para,East Aladadpur,30083
Chittagong,Lakshmipur,Lakshmipur Sadar,36,10,Hajir Para,South Latifpur,30084
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,South Latifpur,30085
Chittagong,Lakshmipur,Lakshmipur Sadar,28,100,Hajir Para,South Latifpur,30086
Chittagong,Lakshmipur,Lakshmipur Sadar,46,100,Hajir Para,South Latifpur,30087
Chittagong,Lakshmipur,Lakshmipur Sadar,60,500,Hajir Para,South Latifpur,30088
Chittagong,Lakshmipur,Lakshmipur Sadar,46,50,Hajir Para,South Latifpur,30089
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,South Latifpur,30090
Chittagong,Lakshmipur,Lakshmipur Sadar,26,10,Hajir Para,South Latifpur,30091
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,South Latifpur,30092
Chittagong,Lakshmipur,Lakshmipur Sadar,40,100,Hajir Para,South Latifpur,30093
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,South Latifpur,30094
Chittagong,Lakshmipur,Lakshmipur Sadar,26,100,Hajir Para,South Latifpur,30095
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,South Latifpur,30096
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,South Latifpur,30097
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30098
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30099
Chittagong,Lakshmipur,Lakshmipur Sadar,26,200,Hajir Para,Shibpur,30100
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30101
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30102
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Hajir Para,Shibpur,30103
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,Shibpur,30104
Chittagong,Lakshmipur,Lakshmipur Sadar,36,500,Hajir Para,Shibpur,30105
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Hajir Para,Shibpur,30106
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Hajir Para,Shibpur,30107
Chittagong,Lakshmipur,Lakshmipur Sadar,46,100,Hajir Para,Shibpur,30108
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Hajir Para,Shibpur,30109
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30110
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30111
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30112
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Hajir Para,Shibpur,30113
Chittagong,Lakshmipur,Lakshmipur Sadar,36,200,Hajir Para,Shibpur,30114
Chittagong,Lakshmipur,Lakshmipur Sadar,60,200,Hajir Para,Shibpur,30115
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,Shibpur,30116
Chittagong,Lakshmipur,Lakshmipur Sadar,40,200,Hajir Para,Indrapur,30117
Chittagong,Lakshmipur,Lakshmipur Sadar,35,50,Hajir Para,Indrapur,30118
Chittagong,Lakshmipur,Lakshmipur Sadar,35,50,Hajir Para,Indrapur,30119
Chittagong,Lakshmipur,Lakshmipur Sadar,40,40,Hajir Para,Shibpur,30120
Chittagong,Lakshmipur,Lakshmipur Sadar,45,50,Hajir Para,Shibpur,30121
Chittagong,Lakshmipur,Lakshmipur Sadar,40,60,Hajir Para,Shibpur,30122
Chittagong,Lakshmipur,Lakshmipur Sadar,26,400,Hajir Para,Shibpur,30123
Chittagong,Lakshmipur,Lakshmipur Sadar,300,10,Hajir Para,Shibpur,30124
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,Shibpur,30125
Chittagong,Lakshmipur,Lakshmipur Sadar,675,0,Hajir Para,Indrapur,30126
Chittagong,Lakshmipur,Lakshmipur Sadar,36,20,Hajir Para,Indrapur,30127
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Indrapur,30128
Chittagong,Lakshmipur,Lakshmipur Sadar,36,50,Hajir Para,Indrapur,30129
Chittagong,Lakshmipur,Lakshmipur Sadar,36,300,Hajir Para,Shibpur,30130
Chittagong,Lakshmipur,Lakshmipur Sadar,30,300,Hajir Para,Shibpur,30131
Chittagong,Lakshmipur,Lakshmipur Sadar,36,400,Hajir Para,Shibpur,30132
Chittagong,Lakshmipur,Lakshmipur Sadar,40,50,Hajir Para,Shibpur,30133
Chittagong,Lakshmipur,Lakshmipur Sadar,36,100,Hajir Para,Shibpur,30134
